Jurisdiction of Occurrence,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),COVID-19 
West Virginia,531,,93,23,12,,32,,25,,113,26,105
West Virginia,525,,90,28,12,13,36,,17,10,103,29,91
West Virginia,465,10,79,24,12,13,31,,15,,101,22,55
West Virginia,440,,92,24,21,,28,,14,,87,20,33
West Virginia,447,,91,25,17,10,27,,,,100,14,29
West Virginia,443,,88,20,19,10,24,,13,,104,20,33
West Virginia,440,,84,22,19,,31,,12,17,95,22,22
West Virginia,447,,91,16,29,,32,,13,,106,15,17
West Virginia,423,,87,18,13,,26,,10,,112,23,25
West Virginia,419,,83,15,17,,21,,16,,102,14,39
West Virginia,442,,92,18,13,,19,,10,12,108,21,34
West Virginia,401,,87,22,11,,22,,,13,87,22,27
West Virginia,446,,102,22,18,,29,,13,,90,18,33
West Virginia,420,,82,23,10,,19,12,14,,90,16,43
West Virginia,423,,95,13,21,12,31,,19,14,91,17,30
West Virginia,408,,90,16,10,,22,,11,,97,26,25
West Virginia,388,,74,14,18,10,23,,15,,90,16,26
West Virginia,427,,94,17,18,,34,,13,10,106,10,25
West Virginia,418,,98,15,15,,35,,,,99,24,15
West Virginia,431,,91,20,13,,28,,15,12,90,28,17
West Virginia,388,,96,25,15,,24,,19,,85,14,
West Virginia,410,,80,20,16,,26,,10,14,94,18,10
West Virginia,411,,106,17,14,,26,,14,,86,15,11
West Virginia,364,,83,13,13,,23,,11,,91,21,
West Virginia,399,11,86,22,19,,26,,15,16,78,17,
West Virginia,411,,91,14,14,,28,,,,96,20,18
West Virginia,472,,101,22,,,35,,11,16,105,20,26
West Virginia,450,,78,27,15,10,27,,,17,91,19,32
West Virginia,453,,88,27,11,,31,,,,103,14,36
West Virginia,480,12,88,22,11,,36,,11,13,97,14,80
West Virginia,555,,93,15,19,,30,,17,16,118,16,123
West Virginia,579,,97,23,18,,39,14,13,,88,22,139
West Virginia,587,,104,20,19,12,31,,14,,106,20,155
West Virginia,629,,94,23,23,,35,,10,18,110,23,185
West Virginia,656,12,111,29,21,10,25,,17,16,111,22,196
West Virginia,610,,71,22,19,12,30,,14,13,115,19,179
West Virginia,578,11,90,31,16,12,32,,15,,109,18,143
West Virginia,556,,100,16,18,,21,,10,11,113,14,154
West Virginia,486,,90,20,12,,26,,,,110,15,101
West Virginia,518,,72,32,10,11,33,,,13,102,20,110
West Virginia,547,,89,28,18,,26,,,11,115,22,103
West Virginia,561,,96,28,12,12,31,,12,10,107,20,113
West Virginia,530,,89,24,15,,38,,11,14,109,20,103
West Virginia,566,,94,31,,,33,,13,17,132,30,87
West Virginia,575,,116,28,15,,40,11,10,13,126,13,93
West Virginia,559,13,79,16,19,,34,,16,23,111,28,102
West Virginia,530,,72,33,18,,38,,12,19,112,10,99
West Virginia,605,,112,30,22,13,40,,15,13,122,18,108
West Virginia,554,,95,18,18,18,39,,12,14,103,17,109
West Virginia,613,,84,23,13,,48,,,12,103,27,147
West Virginia,595,,92,25,27,,39,,12,14,116,12,138
West Virginia,628,,101,31,18,15,34,,11,,130,23,159
West Virginia,608,,99,27,21,12,25,,13,11,115,20,169
West Virginia,628,,93,31,21,15,34,,12,16,119,21,155
West Virginia,583,10,85,29,18,,32,,10,,119,25,136
West Virginia,501,,81,22,20,,20,,11,,132,16,102
West Virginia,475,,87,18,13,,21,,13,,98,14,82
West Virginia,503,,93,13,19,10,32,,,16,109,20,71
West Virginia,495,,87,23,16,14,41,,14,13,117,26,47
West Virginia,478,,98,29,15,,35,,,12,115,21,38
West Virginia,477,,83,18,22,15,30,,10,,125,19,29
West Virginia,455,0,81,18,,,31,,21,13,92,27,26
West Virginia,413,,90,23,13,,24,,10,,93,16,13
West Virginia,459,,94,22,15,12,34,,,,106,25,16
West Virginia,408,,75,18,14,10,34,,15,19,87,22,13
West Virginia,385,,77,15,16,,35,,,10,94,18,11
West Virginia,408,,73,19,12,11,36,,10,10,88,21,21
West Virginia,450,,86,15,,,24,,15,,118,22,28
West Virginia,415,,87,14,17,,35,,15,,96,21,23
West Virginia,394,,82,15,19,,28,,15,,90,21,16
West Virginia,425,,94,19,11,10,27,,,11,76,25,20
West Virginia,464,,100,20,11,12,36,,,10,115,22,28
West Virginia,416,,92,15,10,,31,,10,,81,24,20
West Virginia,441,0,102,16,16,10,35,,12,16,98,12,20
West Virginia,452,,99,19,13,,31,,11,,97,20,23
West Virginia,398,0,85,23,11,10,27,,13,11,84,18,20
West Virginia,426,,90,18,14,,32,,11,13,91,20,27
West Virginia,405,,99,16,13,,25,,,14,87,17,34
West Virginia,428,,83,24,,,30,,16,19,90,19,28
West Virginia,414,,97,14,16,,29,,11,21,77,27,27
West Virginia,433,,94,16,16,12,29,,12,17,88,22,36
West Virginia,432,,99,19,14,,28,,,13,83,20,37
West Virginia,436,,76,16,10,,27,,13,24,86,18,41
West Virginia,425,,75,22,,,29,,10,25,89,18,27
West Virginia,411,,83,18,14,11,29,,13,14,90,14,32
West Virginia,404,,79,16,,,26,,12,12,94,19,29
West Virginia,423,,77,20,,,26,,12,10,101,24,32
West Virginia,429,,97,17,14,,25,,16,11,95,16,24
West Virginia,398,,80,19,10,11,27,,10,10,91,18,18
West Virginia,403,,68,19,12,,31,,15,12,76,17,31
West Virginia,443,,88,20,14,,30,,12,19,115,20,28
West Virginia,463,,83,23,10,,29,,16,18,94,22,20
West Virginia,470,,96,19,13,13,27,,10,17,108,23,24
West Virginia,469,,94,23,19,12,40,,,24,106,24,16
West Virginia,493,,96,21,19,18,40,,,20,100,24,26
West Virginia,449,,84,28,11,21,39,,11,22,96,25,16
West Virginia,510,,90,23,13,12,52,,11,13,132,23,25
West Virginia,498,,93,16,14,16,31,,19,23,102,26,25
West Virginia,553,,109,14,17,19,41,,12,11,144,29,25
West Virginia,512,,98,25,16,16,35,,15,12,126,23,35
West Virginia,517,,94,28,11,19,45,,16,22,108,25,32
West Virginia,494,,79,22,16,17,41,,11,29,110,28,29
West Virginia,458,12,70,19,12,,33,12,11,12,113,26,27
West Virginia,429,,83,17,17,13,28,,13,27,98,13,36
West Virginia,499,,101,33,11,11,36,,14,17,120,17,34
West Virginia,495,,109,12,15,13,35,,,29,130,18,29
West Virginia,463,,85,13,17,,38,10,,33,94,20,30
West Virginia,465,,90,21,,,42,,12,33,107,16,25
West Virginia,437,,89,18,,,32,,11,44,87,17,16
West Virginia,407,,78,16,11,,31,,12,35,80,16,14
West Virginia,492,,95,15,,,37,,14,34,108,16,24
West Virginia,423,,85,18,20,,21,,,45,86,15,18
West Virginia,407,,82,13,,14,23,10,14,40,78,15,15
Wisconsin,1017,13,229,29,54,21,52,15,21,,271,56,0
Wisconsin,960,,194,28,54,26,59,11,19,,236,49,0
Wisconsin,1023,15,224,26,50,13,89,10,21,,243,67,0
Wisconsin,997,14,225,30,42,22,67,18,19,,217,61,
Wisconsin,1065,16,229,28,60,21,61,15,19,,285,43,0
Wisconsin,955,,211,27,47,18,63,14,21,,231,54,0
Wisconsin,1017,13,215,37,39,19,64,18,19,,272,48,0
Wisconsin,1050,11,236,35,60,21,63,14,14,,259,56,0
Wisconsin,991,12,226,37,49,26,59,16,10,,239,56,0
Wisconsin,1002,,222,44,47,31,63,15,13,,253,43,0
Wisconsin,1002,10,240,30,42,40,60,12,14,,231,56,0
Wisconsin,1000,16,205,21,63,38,67,16,18,,244,45,
Wisconsin,1048,16,216,31,54,26,68,22,16,,257,57,19
Wisconsin,1087,13,190,31,51,27,62,15,16,,267,57,77
Wisconsin,1068,10,224,30,52,18,68,16,23,,250,46,76
Wisconsin,1048,10,204,49,60,11,50,13,15,,225,62,75
Wisconsin,928,,211,35,61,18,44,,13,,202,41,47
Wisconsin,1046,20,221,32,51,15,42,11,14,,244,58,72
Wisconsin,966,,215,24,44,,41,,11,,239,49,57
Wisconsin,912,10,221,30,38,11,54,,19,,197,51,55
Wisconsin,961,12,221,24,40,,51,,11,,215,52,66
Wisconsin,1011,,236,37,38,,42,10,16,,242,46,89
Wisconsin,916,16,218,36,39,,39,10,20,,222,51,47
Wisconsin,927,,214,33,46,,41,16,21,,210,55,41
Wisconsin,958,13,218,23,46,10,52,16,15,,231,58,37
Wisconsin,896,11,206,21,41,,46,12,19,,192,50,35
Wisconsin,919,14,194,40,43,10,40,14,14,,251,43,24
Wisconsin,932,13,221,25,39,,60,16,18,11,193,61,20
Wisconsin,924,13,235,22,28,,55,,10,,214,55,35
Wisconsin,994,13,225,28,40,,38,10,18,,256,58,53
Wisconsin,945,,221,31,40,14,48,17,16,,225,53,48
Wisconsin,973,,241,28,32,11,52,,14,,229,54,60
Wisconsin,1018,22,255,25,40,,47,12,17,,224,44,46
Wisconsin,930,10,229,22,50,,55,16,19,,212,47,38
Wisconsin,970,,217,35,43,,30,21,17,,239,51,43
Wisconsin,927,12,230,20,49,11,41,15,10,,230,53,40
Wisconsin,947,,181,37,53,,40,,21,,217,52,47
Wisconsin,1007,11,238,33,61,12,38,,10,,248,62,36
Wisconsin,976,19,232,35,43,,55,,12,,228,51,60
Wisconsin,1041,12,225,45,37,,56,,11,,250,46,85
Wisconsin,1060,,223,29,58,,41,11,15,,227,55,127
Wisconsin,1136,10,206,24,54,15,44,,20,,230,54,194
Wisconsin,1284,20,228,33,52,17,53,16,14,,259,65,280
Wisconsin,1339,12,228,40,46,17,49,19,15,,277,62,349
Wisconsin,1476,10,229,40,68,13,61,15,13,,296,48,425
Wisconsin,1597,14,240,43,64,12,57,16,24,,305,54,525
Wisconsin,1553,13,254,43,56,,62,,14,,240,48,565
Wisconsin,1512,,222,43,62,10,55,13,19,11,275,61,489
Wisconsin,1533,16,233,39,75,10,54,11,21,11,273,73,515
Wisconsin,1456,12,237,33,62,17,57,21,22,10,238,62,436
Wisconsin,1396,14,240,37,67,11,65,11,21,,231,46,399
Wisconsin,1295,11,209,25,55,12,53,11,16,,303,59,329
Wisconsin,1293,17,219,39,56,14,63,,15,10,266,61,310
Wisconsin,1252,14,224,26,59,,47,,14,,255,61,279
Wisconsin,1164,11,206,29,58,11,62,14,18,,242,46,240
Wisconsin,1160,,215,20,43,11,49,14,20,,270,53,215
Wisconsin,1077,,196,35,49,,45,12,25,,251,45,195
Wisconsin,1045,17,230,26,36,,45,11,13,,233,56,161
Wisconsin,1037,,221,38,44,13,59,,19,,247,54,112
Wisconsin,1017,14,224,31,41,11,43,14,25,,262,43,73
Wisconsin,1014,,215,36,30,,55,10,18,,255,55,77
Wisconsin,972,,212,29,46,,45,12,12,,249,52,53
Wisconsin,963,11,214,41,40,,35,12,19,,242,56,47
Wisconsin,904,,207,33,37,12,39,12,16,,219,51,34
Wisconsin,926,,205,32,38,,50,12,15,,217,49,37
Wisconsin,875,,185,41,42,,41,,19,,229,44,42
Wisconsin,936,,216,36,33,,37,14,14,,252,52,42
Wisconsin,880,10,219,20,38,10,45,11,17,,204,46,48
Wisconsin,943,,216,29,35,,47,14,15,,237,53,45
Wisconsin,911,12,199,29,29,,37,13,15,,264,45,50
Wisconsin,900,11,198,39,44,10,39,16,13,,229,42,39
Wisconsin,905,14,215,32,35,10,38,14,11,,238,54,42
Wisconsin,911,,233,20,30,10,39,11,15,,230,44,40
Wisconsin,904,,197,32,35,13,34,18,12,,260,54,28
Wisconsin,911,,248,27,42,,35,10,14,,212,41,30
Wisconsin,925,,205,27,46,,46,20,14,,239,54,20
Wisconsin,933,22,218,32,54,,40,15,16,,248,54,12
Wisconsin,836,,187,24,44,,38,12,11,,212,52,
Wisconsin,941,12,211,35,47,,39,19,16,,259,54,19
Wisconsin,871,12,208,33,45,10,39,13,13,,205,53,15
Wisconsin,832,18,193,22,32,,41,11,19,,210,50,11
Wisconsin,952,15,239,33,33,,56,13,10,,234,47,10
Wisconsin,970,14,210,32,51,12,53,11,19,,245,58,23
Wisconsin,946,10,211,29,48,11,48,,26,,221,36,34
Wisconsin,949,13,216,24,51,20,44,,,,246,37,46
Wisconsin,1018,13,223,31,35,,42,13,15,14,237,47,74
Wisconsin,1057,15,230,32,39,10,58,15,24,,264,33,111
Wisconsin,1053,11,202,33,36,,46,,19,12,271,46,120
Wisconsin,1072,10,213,33,46,10,54,12,20,,232,48,135
Wisconsin,1133,10,220,41,54,12,53,15,17,,245,52,168
Wisconsin,1061,11,214,37,49,16,36,16,11,10,218,48,146
Wisconsin,1149,11,227,25,44,,51,18,25,12,236,53,175
Wisconsin,1128,10,223,44,35,21,49,15,15,,262,53,180
Wisconsin,1152,13,233,27,60,12,43,12,16,,237,54,175
Wisconsin,1167,,219,29,55,,59,13,21,,248,60,156
Wisconsin,1197,15,223,32,50,10,52,,17,,271,56,170
Wisconsin,1195,10,254,40,46,11,49,,18,,273,50,165
Wisconsin,1197,,233,41,71,12,48,14,13,,250,57,169
Wisconsin,1232,14,218,37,62,11,48,11,17,,260,53,212
Wisconsin,1258,14,219,41,61,11,48,12,10,,287,56,238
Wisconsin,1270,18,208,36,50,13,47,13,24,13,260,48,275
Wisconsin,1348,14,237,35,57,15,68,13,,11,280,48,301
Wisconsin,1344,12,212,44,62,25,50,12,14,,265,59,322
Wisconsin,1367,18,234,34,69,13,56,16,22,,258,56,298
Wisconsin,1340,14,200,32,60,12,65,12,28,19,295,35,304
Wisconsin,1442,16,230,31,53,20,59,14,21,,321,65,331
Wisconsin,1456,13,219,44,71,13,64,14,24,,311,73,364
Wisconsin,1363,10,210,33,54,14,51,14,20,,291,60,355
Wisconsin,1302,14,203,31,52,,49,13,10,,284,62,320
Wisconsin,1275,14,223,36,64,16,70,11,20,,270,60,234
Wisconsin,1196,16,185,37,53,12,54,11,16,,285,48,178
Wisconsin,1140,12,270,35,44,,44,19,14,,257,52,132
Wisconsin,1045,22,214,24,42,12,55,12,14,,273,50,101
Wisconsin,1046,,255,18,47,14,49,13,12,,247,56,66
Wisconsin,1008,15,202,28,35,,60,10,28,,251,54,64
Wisconsin,974,11,214,32,45,,42,13,18,,240,55,41
Wisconsin,957,10,216,22,36,,63,10,27,,234,42,30
Wisconsin,989,12,227,32,38,,57,17,21,,227,49,39
Wisconsin,962,11,210,29,42,12,51,16,20,,236,54,16
Wisconsin,952,,206,30,43,10,42,16,,,284,53,18
Wisconsin,937,14,219,22,41,12,55,17,19,12,211,42,28
Wisconsin,927,14,223,19,43,13,44,19,16,,230,43,13
Wisconsin,938,15,223,24,36,13,56,19,22,,246,49,25
Wisconsin,934,17,210,27,55,,61,12,17,,257,39,25
Wisconsin,985,15,209,19,36,,60,11,24,,247,45,43
Wisconsin,948,18,227,35,36,,50,13,16,,221,52,43
Wisconsin,902,12,205,32,43,12,50,14,20,11,203,43,34
Wisconsin,936,,215,23,31,11,48,14,19,,223,54,31
Wisconsin,904,,221,29,29,,51,,14,11,212,67,32
Wisconsin,954,14,185,32,43,,52,13,12,15,270,56,31
Wisconsin,974,11,224,23,39,10,54,16,21,11,253,49,28
Wisconsin,876,15,206,19,38,,41,,16,10,205,52,36
Wisconsin,966,10,221,21,42,10,33,11,14,11,252,45,45
Wisconsin,957,,206,25,55,,52,12,,,240,47,50
Wisconsin,952,12,224,32,40,,46,11,13,12,260,38,42
Wisconsin,929,14,189,24,44,,50,14,17,12,244,50,46
Wisconsin,986,,228,29,37,18,44,15,15,10,232,55,57
Wisconsin,910,10,197,18,35,11,51,19,14,10,227,47,36
Wisconsin,929,11,207,19,39,,44,11,17,11,225,57,53
Wisconsin,973,16,251,32,32,,38,18,17,13,232,49,40
Wisconsin,954,11,237,25,40,,39,14,15,22,208,48,50
Wisconsin,949,12,219,24,32,10,43,11,14,12,224,53,36
Wisconsin,983,15,224,35,45,10,32,10,20,14,242,52,36
Wisconsin,991,,231,27,50,,57,12,11,14,243,48,40
Wisconsin,1013,,234,33,51,,52,,20,31,227,63,34
Wisconsin,1057,10,240,33,47,,45,14,21,27,273,52,36
Wisconsin,1035,,234,31,51,10,55,11,14,22,236,71,50
Wisconsin,1039,11,234,23,71,,55,21,14,28,265,40,41
Wisconsin,1020,10,237,26,52,,44,11,13,26,244,41,51
Wisconsin,1034,10,228,34,48,18,46,,23,22,222,51,70
Wisconsin,1101,,268,33,43,12,57,14,13,24,253,54,49
Wisconsin,1112,15,222,33,54,11,49,21,20,46,286,51,51
Wisconsin,1136,15,224,24,47,24,72,16,11,35,268,68,58
Wisconsin,1136,18,218,29,55,29,61,20,15,56,269,51,48
Wisconsin,1159,17,250,29,48,32,48,23,14,43,274,46,55
Wisconsin,1125,10,242,24,46,27,71,13,24,41,263,53,70
Wisconsin,1227,,244,38,58,36,59,20,14,43,294,67,61
Wisconsin,1206,16,234,29,53,42,65,16,14,45,288,65,60
Wisconsin,1161,15,245,42,69,21,62,13,15,65,224,45,43
Wisconsin,1096,13,235,28,51,22,60,15,19,49,238,53,35
Wisconsin,1003,15,210,28,40,19,34,10,13,63,234,50,29
Wisconsin,1071,12,245,32,37,10,47,23,18,67,245,51,38
Wisconsin,1060,16,224,25,48,15,43,14,19,51,241,54,36
Wisconsin,1028,,230,34,42,12,54,17,13,53,250,52,30
Wisconsin,1034,11,211,21,52,12,50,13,15,74,245,49,41
Wisconsin,1028,15,199,28,49,13,40,16,16,65,246,52,33
Wisconsin,993,,207,27,51,,41,25,11,72,236,51,27
Wisconsin,1033,17,201,26,53,,50,15,17,66,242,48,37
Wisconsin,928,11,196,26,33,12,46,14,12,74,229,48,40
Wisconsin,771,16,161,15,32,11,44,17,10,55,177,42,20
Wyoming,130,,31,,,,10,,,,30,,0
Wyoming,69,,13,0,,,,,0,0,18,,0
Wyoming,94,,19,,,,14,0,,0,20,,0
Wyoming,90,0,20,,,,,,0,,27,,0
Wyoming,85,,14,,,,,,,,15,,0
Wyoming,90,0,20,,,,,,0,,22,,0
Wyoming,69,,19,,0,0,,,0,,17,,0
Wyoming,89,0,18,,,,,,0,0,23,,0
Wyoming,92,,22,,,,13,,,0,20,,0
Wyoming,69,0,19,,,,,,,0,10,,0
Wyoming,78,,15,,,,,,0,,22,,0
Wyoming,102,0,26,,10,,,,0,,24,,0
Wyoming,74,0,,,,,,,0,0,18,,0
Wyoming,106,0,21,,,,10,,0,,26,,0
Wyoming,88,,18,,,,13,,,0,15,,
Wyoming,82,,14,,,,,,,,26,,
Wyoming,89,,20,0,,,,,,,17,,
Wyoming,63,,16,,,,,0,,,17,,0
Wyoming,76,0,15,,,0,10,,,0,14,,0
Wyoming,92,0,23,,,,,0,,,24,,
Wyoming,83,0,15,,,,,,,,27,,
Wyoming,75,0,15,,,,,,0,,22,,
Wyoming,85,0,15,,,0,,,0,,25,,
Wyoming,86,,18,0,,,,0,,,20,,
Wyoming,82,,17,,,,,,0,0,22,,
Wyoming,76,0,26,,,0,,,0,0,14,,0
Wyoming,87,0,20,,,,,0,,,22,,0
Wyoming,87,,18,,,,,0,,,19,,
Wyoming,88,0,17,,,,,,,,23,,
Wyoming,80,,15,,,,,0,,,16,,
Wyoming,72,0,15,,,,,0,,0,19,,
Wyoming,90,0,18,,,,,0,,,23,,
Wyoming,96,0,25,,,,14,0,0,,18,,
Wyoming,89,0,21,,,,,,,,13,,
Wyoming,71,0,18,,,0,,,0,0,20,,0
Wyoming,96,,18,,,,,,,,31,,
Wyoming,104,,19,,,,,,,,30,,
Wyoming,81,,14,,,,,0,,,19,,
Wyoming,101,0,27,,,,,,,,27,,
Wyoming,106,,19,,,0,,,,,27,,
Wyoming,94,,21,,,,,,0,,20,,
Wyoming,95,0,13,,,0,15,,,,21,,13
Wyoming,117,,17,,,0,,,,,26,,22
Wyoming,101,0,14,,,,,,,0,17,,29
Wyoming,131,0,24,,,0,10,0,0,,18,,40
Wyoming,121,,15,,,,,,,0,28,,35
Wyoming,123,,17,,,0,,,0,,20,,36
Wyoming,124,,17,,,,,,,,17,,39
Wyoming,111,0,11,,,,,0,0,0,19,,46
Wyoming,134,,17,0,,,13,,0,,31,,44
Wyoming,152,0,25,,11,0,14,,,,25,,44
Wyoming,125,0,18,,,,,,0,0,29,,38
Wyoming,118,0,17,,,,,,,0,24,,30
Wyoming,117,0,25,,,0,,,0,,21,,32
Wyoming,101,0,18,0,,,10,,0,0,23,,22
Wyoming,103,,11,,,,10,0,0,0,19,,23
Wyoming,108,,19,,,,,,,0,20,,16
Wyoming,104,,26,,,,,,,0,15,,17
Wyoming,94,,17,,,,,,0,0,15,,15
Wyoming,96,,17,,,,,,,0,19,,
Wyoming,87,0,21,,,,,,,0,22,,
Wyoming,77,,16,,,0,,,0,,19,,
Wyoming,94,0,19,,,,,,,,31,,
Wyoming,76,0,18,,,,,,,0,15,,
Wyoming,99,0,29,,,,,,,,19,,
Wyoming,76,,21,,,,,,0,0,17,,
Wyoming,79,,29,,,,,0,0,,18,,0
Wyoming,71,0,23,,,,,,,0,15,,
Wyoming,91,0,24,,,,,0,,0,20,,
Wyoming,80,,21,,,,,0,,0,17,,
Wyoming,84,0,21,0,,,,,,0,20,,
Wyoming,76,0,16,,,,,,,,19,0,
Wyoming,82,0,22,,,,,,,0,20,,
Wyoming,90,0,31,,,,,,,,22,,
Wyoming,97,,25,,,0,,0,0,,24,,
Wyoming,101,0,18,,,0,,,,,28,,
Wyoming,95,0,23,,,,,,0,0,21,0,
Wyoming,84,,19,,,,13,,,,12,,
Wyoming,88,,16,,,0,,,0,,18,,
Wyoming,76,0,14,0,,,10,,0,,18,,
Wyoming,93,0,22,,,,,,,,20,,
Wyoming,85,0,22,,0,,,,0,,19,0,16
Wyoming,83,,11,0,,,,,0,0,16,,10
Wyoming,108,,21,,,,12,,,0,30,,13
Wyoming,122,,29,,10,0,,,,0,24,,17
Wyoming,89,0,15,,,,,,0,,17,,15
Wyoming,112,0,15,,,,,,0,,23,,27
Wyoming,109,0,17,,,,,0,,0,22,,33
Wyoming,125,0,26,,,,,,,,17,,27
Wyoming,120,,22,,,0,,,,0,15,,42
Wyoming,124,0,13,,,,,0,,0,22,,45
Wyoming,141,0,20,,,,,0,,0,20,,54
Wyoming,148,,24,,,,10,,,,20,,49
Wyoming,134,,21,,,,,,,,22,,39
Wyoming,146,0,19,,,,,,,,25,,43
Wyoming,146,,21,,,,,,,,24,,52
Wyoming,143,,21,,,,11,,,,20,,48
Wyoming,127,0,24,,,,,,,,21,,35
Wyoming,124,,15,,,,,,,,25,,41
Wyoming,120,0,20,,,0,,,0,0,30,,30
Wyoming,98,,18,,,,,,,0,14,,21
Wyoming,119,,13,,,,,,,0,25,,24
Wyoming,86,,17,,,,,,,0,16,,18
Wyoming,119,,22,,,,,,0,0,29,,20
Wyoming,102,0,20,,,0,,,,,19,,13
Wyoming,109,,19,,,,,,0,,23,,17
Wyoming,111,,15,,,0,10,,,0,30,,17
Wyoming,115,,24,,,,,,,,26,,13
Wyoming,112,,15,,,0,,,,,19,,26
Wyoming,126,0,21,,,,14,,,,18,,25
Wyoming,106,,18,,,,,,,,14,,27
Wyoming,106,,21,,,,,,,,22,,14
Wyoming,122,,26,,,0,12,,,0,27,,18
Wyoming,95,,16,,,,,,,,17,,13
Wyoming,92,,19,,,,,0,,0,25,,
Wyoming,92,0,26,,,0,13,,,0,12,,
Wyoming,76,,12,,,,,,0,0,16,,
Wyoming,83,,20,,,,,0,,0,17,,
Wyoming,98,0,15,,,,,,,0,31,,
Wyoming,92,,29,,,,,,,0,17,,0
Wyoming,85,0,21,,,,,,,,27,,
Wyoming,96,,21,,,,,,,0,33,,
Wyoming,87,,24,,,,,,,0,21,,
Wyoming,84,0,22,,,,,0,0,,22,,
Wyoming,83,0,18,,,0,,,,,25,,
Wyoming,98,,18,,,0,,,,,25,,
Wyoming,84,,19,,,,,,0,0,22,,
Wyoming,93,,19,,,,,,0,,25,,
Wyoming,85,0,13,,,,,0,0,,22,,
Wyoming,72,,19,,,0,,,,0,16,,
Wyoming,88,,30,,,,,0,0,0,18,,
Wyoming,82,0,18,,,,,,,0,17,,
Wyoming,87,,17,,,,,0,,0,21,,
Wyoming,103,,22,,,,,,,0,21,,
Wyoming,99,0,22,,,,,0,,0,33,,
Wyoming,82,,21,,,0,,,0,0,18,,
Wyoming,93,,23,,,,10,,,,16,,
Wyoming,86,,15,,,0,,,,,20,,
Wyoming,92,,11,0,,0,,,,0,25,,
Wyoming,73,,11,,,,,0,,,18,,
Wyoming,94,0,21,,,0,,,,,24,0,
Wyoming,100,,18,,,,,,,,20,,
Wyoming,90,,17,,,0,14,0,,,19,,
Wyoming,70,,15,,,0,,,0,0,13,,
Wyoming,82,,28,,,0,,,0,,20,,
Wyoming,79,,12,,,,,,,0,21,,
Wyoming,80,,13,,,,,,,0,15,,
Wyoming,85,,17,,,,,,,0,18,,
Wyoming,106,,23,,,,,,,,20,,
Wyoming,100,,23,,,0,,,0,,23,,
Wyoming,97,0,25,,,,,,,,16,,
Wyoming,96,,21,,,,10,,0,0,16,,11
Wyoming,96,0,17,,,,,,0,,16,,
Wyoming,92,,12,,,,,,,0,32,,
Wyoming,85,,13,,,,,,,0,22,,
Wyoming,99,,26,,,,,,,,25,,
Wyoming,91,,17,,,,10,0,0,0,21,,
Wyoming,91,,16,,,,,,0,,12,,
Wyoming,99,,20,,,,,,,,24,,
Wyoming,84,0,19,,,,,,,,15,,
Wyoming,101,,16,0,,,17,,,,12,,
Wyoming,90,,20,,,,,,,,16,,
Wyoming,93,0,16,,,,,,,,28,,
Wyoming,100,,17,,,,,,,,28,,
Wyoming,85,,21,,,,,,,,18,,
Wyoming,83,,20,0,,,,,,,14,,
Wyoming,107,,19,,,,,,,,25,,
Wyoming,79,,,,,,11,,,,16,,
Wyoming,77,0,15,,,,,0,,,14,,
Wyoming,72,0,12,,,,,0,,16,13,,
Puerto Rico,514,,91,58,36,12,19,13,,,111,30,0
Puerto Rico,551,16,102,56,52,14,24,,14,,109,25,0
Puerto Rico,598,16,107,76,43,23,16,,25,,120,22,0
Puerto Rico,583,13,107,65,43,19,15,,13,12,114,34,0
Puerto Rico,535,13,95,73,40,22,22,12,18,,103,18,0
Puerto Rico,566,13,108,62,40,25,19,13,21,,105,28,0
Puerto Rico,581,17,107,61,52,20,27,10,13,,107,21,0
Puerto Rico,566,13,113,66,41,15,23,,21,,106,18,0
Puerto Rico,589,17,112,60,52,21,15,,24,,108,33,0
Puerto Rico,569,16,99,64,48,27,17,,12,,120,29,0
Puerto Rico,567,15,99,63,47,23,27,11,19,,104,16,0
Puerto Rico,593,,113,62,55,28,21,,17,,120,25,
Puerto Rico,608,10,96,71,57,16,31,,26,11,135,27,11
Puerto Rico,558,15,111,73,52,18,19,,14,,92,22,18
Puerto Rico,583,14,99,66,57,12,27,,24,14,108,32,22
Puerto Rico,536,13,93,55,57,19,20,11,14,,99,16,20
Puerto Rico,519,,94,80,49,12,20,,12,12,87,20,17
Puerto Rico,525,,97,54,46,10,21,,19,13,103,20,14
Puerto Rico,543,15,110,59,53,15,25,,,11,103,25,10
Puerto Rico,513,,85,59,63,10,14,,19,,98,29,
Puerto Rico,528,14,108,61,49,11,14,11,19,12,92,10,
Puerto Rico,527,,96,60,45,12,28,10,17,,99,18,
Puerto Rico,546,10,103,59,53,10,21,,19,10,112,22,
Puerto Rico,536,14,116,52,45,11,10,,,14,105,24,
Puerto Rico,551,,111,59,42,,24,,17,12,119,30,
Puerto Rico,508,,85,55,60,11,16,,16,11,110,27,
Puerto Rico,516,12,97,45,58,,19,,19,15,105,21,
